CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore
3768,Eileen Wilkinson,kellylin@example.net,48,Female,Lake Claytontown,2,Electronics,Mobile Phones,837.67,39.32,50x48x41,3768,2022-08-05,$1509.52,Two-day,Pending,3768,764,219,2021-01-26,117,Kimbury,13295,6,Morgan LLC,New Marktown,2.48
2925,James Yu,travis67@example.net,29,Male,Wilkersonfurt,11,Clothing,Hats,810.74,12.25,1x39x44,2925,2022-05-14,$3656.88,Standard,Delivered,2925,270,132,2021-05-14,65,Kathrynfort,14307,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5028,Mrs. Tracy Berry,jameshines@example.net,42,Male,East Hayden,12,Clothing,Dresses,795.51,11.93,41x9x12,5028,04-02-2023,$383.1,Two-day,Pending,5028,551,144,2020-11-01,378,South Susan,9226,5,Morgan LLC,Port Robynmouth,1.23
3128,Jesus Mcgee,george94@example.org,22,Female,Rhodesport,0,Electronics,Smart Watches,858.34,7.7,11x46x45,3128,02/06/2023,€951.15,Two-day,Shipped,3128,569,237,2021-12-24,95,Lake Monique,18830,8,Parks-Gallegos,Jenkinsside,6.82
7716,Kayla Logan,matthewsharp@example.org,57,Female,Scotttown,3,Furniture,Cabinets,162.94,42.62,6x46x48,7716,26/07/2023,£493.8,Two-day,Cancelled,7716,309,100,2021-09-19,271,Gibsontown,10403,0,Johnson-Rodriguez,Port Robynmouth,
5704,Christopher Harmon,fmyers@example.com,32,Female,East Kimberlybury,9,Furniture,Beds,725.56,18.46,21x19x30,5704,12-03-2021,€3951.44,Two-day,Cancelled,5704,325,412,2022-08-01,449,East Bobbystad,9940,8,Parks-Gallegos,Jenkinsside,6.82
9124,Chelsea Moody,jessicagraham@example.com,31,Female,Hillview,3,Furniture,Cabinets,116.83,12.77,18x4x20,9124,01-31-2021,€1431.9,Two-day,Delivered,9124,205,491,2021-01-15,157,Lake Jameston,10945,6,Morgan LLC,New Marktown,2.48
5844,Heather Franklin DDS,lisabates@example.org,41,Female,Port Katiemouth,0,Electronics,Smart Watches,138.67,46.05,50x38x31,5844,09-07-2021,£1151.48,Standard,Cancelled,5844,963,91,2021-08-14,31,Williamsonburgh,9705,5,Morgan LLC,Port Robynmouth,1.23
2788,David Thomas,patty10@example.com,26,Male,Lake Rebecca,12,Clothing,Dresses,396.54,37.16,28x25x38,2788,21/03/2023,£604.36,Express,Shipped,2788,649,64,2021-04-10,70,Alexanderchester,15473,7,Miller Group,Clarkmouth,6.56
9171,Matthew Wilson,shannonbailey@example.com,64,Male,Josephside,16,Furniture,Tables,192.06,36.41,11x17x2,9171,13/01/2023,$1653.04,Express,Delivered,9171,340,286,2022-05-15,306,Clarkberg,19462,8,Parks-Gallegos,Jenkinsside,6.82
3683,James Tate,ileonard@example.org,61,Female,West Troy,1,Electronics,Cameras,927.21,4.6,7x8x39,3683,2021-08-13,£657.22,Standard,Pending,3683,252,214,2022-06-05,33,Heathertown,14932,6,Morgan LLC,New Marktown,2.48
5663,Karen Smith,jacobobrien@example.org,34,Female,South Eric,11,Clothing,Hats,334.74,11.45,5x16x21,5663,25/11/2022,£1054.54,Standard,Cancelled,5663,992,371,2022-08-18,116,North Juliehaven,19476,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5236,Ralph Snow,mark99@example.com,29,Male,West Elizabethberg,0,Electronics,Smart Watches,336.05,25.19,25x22x17,5236,2023-05-12,$4945.35,Express,Delivered,5236,185,353,2021-12-29,63,Dayshire,13799,3,Johnson-Rodriguez,Katherineborough,7.4
6426,Miguel Johnson,tking@example.org,44,Male,West Michelleport,48,Clothing,Jeans,733.55,0.76,16x46x19,6426,08-13-2021,€217.34,Express,Cancelled,6426,185,270,2022-05-23,319,Lake Nicolebury,8097,5,Morgan LLC,Port Robynmouth,1.23
7752,Robert Williams,carol05@example.net,66,Female,Lake Lisa,11,Clothing,Hats,170.96,44.83,48x15x50,7752,2022-03-14,£1728.8,Two-day,Cancelled,7752,323,113,2021-12-07,459,Lake Rachel,7197,2,Miller-Pearson,Clarkmouth,9.83
7266,Patrick Bauer,briancastro@example.com,39,Male,Townsendhaven,8,Clothing,Shoes,49.27,15.61,28x21x8,7266,19/04/2021,£472.49,Two-day,Cancelled,7266,961,407,2021-11-10,134,Juliestad,9919,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
9186,Robert Keller,davidmitchell@example.org,61,Male,East Brianton,4,Clothing,T-Shirts,957.41,13.91,10x16x46,9186,03-29-2021,€252.01,Two-day,Pending,9186,483,470,2021-09-12,8,New Mariafort,18377,6,Morgan LLC,New Marktown,2.48
2107,David Mendoza,christopher33@example.org,50,Male,Tiffanytown,6,Furniture,Chairs,644.14,12.89,49x14x26,2107,18/07/2021,$234.75,Two-day,Cancelled,2107,332,171,2021-01-08,151,Joneshaven,10220,8,Parks-Gallegos,Jenkinsside,6.82
4542,Roger Summers,xdiaz@example.com,27,Female,Travisburgh,3,Furniture,Cabinets,455.86,24.46,19x37x9,4542,02/01/2023,£703.02,Two-day,Delivered,4542,379,19,2020-10-22,320,West Cindy,5650,8,Parks-Gallegos,Jenkinsside,6.82
9655,Jennifer Jensen,stanleydavis@example.org,19,Female,West Sharon,2,Electronics,Mobile Phones,828.18,36.72,22x29x15,9655,12-06-2022,£1917.04,Express,Shipped,9655,167,150,2022-01-19,370,New Monica,7998,0,Johnson-Rodriguez,Port Robynmouth,
4868,Samantha Whitney,aphelps@example.org,55,Female,Kristashire,4,Clothing,T-Shirts,252.01,39.08,22x21x47,4868,08-17-2021,€547.16,Two-day,Pending,4868,14,181,2022-07-16,303,Mariaburgh,14031,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
9136,Dr. Nicole Kennedy,john55@example.net,45,Male,Port Kellychester,12,Clothing,Dresses,913.71,1.21,49x10x26,9136,22/09/2020,£756.8,Express,Delivered,9136,106,413,2022-07-25,334,North Hannah,16502,0,Johnson-Rodriguez,Port Robynmouth,
7767,Michaela Henderson,atorres@example.org,43,Female,East Bridget,21,Furniture,Sofas,100.63,26.59,22x47x16,7767,14/09/2021,$981.12,Two-day,Cancelled,7767,640,496,2021-02-18,376,Michaeltown,19771,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5629,Linda Ross,morenodonald@example.org,64,Female,Jennifertown,6,Furniture,Chairs,869.96,13.79,31x32x17,5629,2021-10-06,€2784.24,Standard,Delivered,5629,351,20,2021-05-14,290,North Chloe,6944,9,Johnson-Rodriguez,Katherineborough,7.81
1427,Cody Miranda,jasonsutton@example.net,44,Male,West Patrick,3,Furniture,Cabinets,341.53,32.94,41x6x18,1427,2022-02-18,£1344.98,Standard,Delivered,1427,543,332,2021-04-09,432,North Markmouth,6241,3,Johnson-Rodriguez,Katherineborough,7.4
7171,Ashley Turner PhD,patrickmcdonald@example.org,50,Male,New Jesseborough,6,Furniture,Chairs,990.75,19.71,2x6x31,7171,03-09-2023,$1537.41,Standard,Cancelled,7171,158,259,2022-06-29,368,Lake Daniel,9505,6,Morgan LLC,New Marktown,2.48
3440,Kelly Rich,chrissanchez@example.org,65,Female,South Kim,0,Electronics,Smart Watches,529.76,19.89,43x7x23,3440,04-05-2023,€3659.35,Standard,Shipped,3440,889,371,2021-03-26,348,North Jessicashire,6141,6,Morgan LLC,New Marktown,2.48
4527,Scott Silva,goodwinrebecca@example.org,68,Male,North Allisontown,13,Electronics,Headphones,271.25,40.19,15x15x14,4527,2022-06-10,€2946.5,Standard,Cancelled,4527,616,32,2020-09-02,17,Port Alyssa,13507,5,Morgan LLC,Port Robynmouth,1.23
6435,Jeffrey Miller,davidstewart@example.org,19,Female,Gilbertfurt,12,Clothing,Dresses,914.1,6.66,15x31x6,6435,10-15-2020,$142.23,Express,Pending,6435,559,89,2022-01-12,27,Colebury,16981,7,Miller Group,Clarkmouth,6.56
2922,Mariah Smith,bryankennedy@example.net,47,Male,Gordonland,10,Electronics,Laptops,413.47,6.76,19x35x41,2922,04-21-2021,£1466.79,Express,Delivered,2922,20,377,2021-02-27,206,Port Heatherhaven,17418,0,Johnson-Rodriguez,Port Robynmouth,
9796,Emily Leblanc,cummingsstephen@example.org,66,Male,East Kathleen,3,Furniture,Cabinets,824.69,42.24,9x29x26,9796,2022-05-25,$4267.85,Standard,Pending,9796,564,184,2020-11-06,472,Jamesstad,8250,3,Johnson-Rodriguez,Katherineborough,7.4
5899,Philip Jenkins,greenbrianna@example.net,51,Male,Lake Angelica,0,Electronics,Smart Watches,205.81,46.74,42x25x35,5899,10-01-2021,€2865.0,Express,Delivered,5899,862,279,2022-07-11,9,Port Catherine,16660,5,Morgan LLC,Port Robynmouth,1.23
9008,Matthew Carter,carpentercarl@example.org,64,Female,North Ericmouth,16,Furniture,Tables,705.98,15.54,26x38x15,9008,2020-09-02,£293.86,Two-day,Cancelled,9008,167,336,2021-10-28,167,Danielville,18980,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
749,Alexandra Weiss,currykristen@example.net,37,Female,Batesshire,4,Clothing,T-Shirts,76.37,47.18,2x38x18,749,07-30-2023,$1750.5,Standard,Pending,749,286,23,2021-05-18,287,West Susan,5478,7,Miller Group,Clarkmouth,6.56
6182,Christina Glenn,vtaylor@example.com,46,Female,West Ginaville,6,Furniture,Chairs,158.2,8.81,5x27x3,6182,2022-05-11,$907.17,Standard,Pending,6182,854,163,2021-09-18,457,South Kaylaview,5057,2,Miller-Pearson,Clarkmouth,9.83
83,Becky Day,granteddie@example.org,37,Male,South Christina,1,Electronics,Cameras,317.51,11.27,3x46x6,83,01/02/2022,$428.35,Express,Shipped,83,187,271,2021-09-03,408,Jacobhaven,6983,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
9669,Derek Wilson,joel80@example.net,50,Male,Manuelport,11,Clothing,Hats,686.77,3.92,10x5x32,9669,16/12/2020,€2657.52,Express,Shipped,9669,531,207,2021-11-24,251,Amybury,9725,2,Miller-Pearson,Clarkmouth,9.83
5622,Cathy Shaffer,dgreene@example.net,67,Male,West Chelseatown,2,Electronics,Mobile Phones,272.91,25.27,33x45x30,5622,03/03/2022,$1572.06,Standard,Pending,5622,566,441,2020-09-19,182,Lake Christopher,10049,7,Miller Group,Clarkmouth,6.56
4224,Donna Morris,sandersalyssa@example.com,68,Female,Lake Debbie,2,Electronics,Mobile Phones,117.93,48.18,3x41x19,4224,05-18-2021,£4403.8,Standard,Shipped,4224,759,186,2021-06-03,202,Davisborough,6330,7,Miller Group,Clarkmouth,6.56
2523,Joseph Silva,lcross@example.com,44,Male,East Rose,4,Clothing,T-Shirts,303.44,10.19,8x6x13,2523,2020-10-20,€1431.16,Standard,Pending,2523,479,186,2022-08-20,419,East Susan,13628,5,Morgan LLC,Port Robynmouth,1.23
7462,Haley Gonzales,martinezdevin@example.com,58,Female,Port Lindsaybury,16,Furniture,Tables,687.27,36.69,38x1x18,7462,04-27-2021,$65.02,Standard,Delivered,7462,957,458,2021-08-20,139,Lake Craig,7278,5,Morgan LLC,Port Robynmouth,1.23
1431,Richard Thompson,nfuentes@example.net,50,Male,Louisfort,3,Furniture,Cabinets,580.8,23.63,1x19x46,1431,27/12/2020,€475.71,Express,Pending,1431,455,490,2021-08-21,176,Clarkborough,15512,3,Johnson-Rodriguez,Katherineborough,7.4
1852,Laura Taylor,jennifer53@example.net,40,Female,Jasonmouth,21,Furniture,Sofas,726.91,28.21,2x30x38,1852,2021-11-26,£2333.4,Two-day,Shipped,1852,334,206,2021-08-17,305,Stonebury,9475,8,Parks-Gallegos,Jenkinsside,6.82
8146,Alyssa Diaz,stephen61@example.net,37,Male,North Katherine,48,Clothing,Jeans,369.66,43.86,13x1x50,8146,2022-12-27,€4017.25,Two-day,Shipped,8146,568,353,2022-08-30,98,Whitemouth,9656,2,Miller-Pearson,Clarkmouth,9.83
7636,Angela Shannon,shannon21@example.org,61,Male,East Nathanielstad,21,Furniture,Sofas,511.61,44.96,5x38x14,7636,05-30-2022,€1895.16,Standard,Shipped,7636,946,332,2021-11-12,312,Lake Lynnstad,17945,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
4307,Paul Rivera,hernandezthomas@example.net,60,Male,Powellfort,21,Furniture,Sofas,610.64,6.68,24x35x36,4307,03-30-2023,£817.87,Standard,Cancelled,4307,515,438,2022-04-06,292,Jennifermouth,17353,5,Morgan LLC,Port Robynmouth,1.23
4500,Sean Phillips,,85,Female,North Melissa,3,Furniture,Cabinets,748.86,24.7,25x44x31,4500,2023-02-16,$4981.15,Two-day,Cancelled,4500,319,500,2022-06-09,352,North Melissa,5044,8,Parks-Gallegos,Jenkinsside,6.82
522,Jody Byrd,ntanner@example.org,44,Female,Jeremiahside,3,Furniture,Cabinets,812.09,40.07,33x43x24,522,09-08-2022,£1816.8,Two-day,Cancelled,522,180,204,2021-10-07,339,Phillipsside,10896,0,Johnson-Rodriguez,Port Robynmouth,
5641,Jessica Banks,scottnatasha@example.org,58,Male,North Taylor,2,Electronics,Mobile Phones,759.42,37.24,44x14x5,5641,03-30-2023,$2796.93,Express,Cancelled,5641,125,143,2021-03-31,14,Burtonmouth,15203,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8649,Veronica Blair,powersrichard@example.net,41,Male,Garyside,4,Clothing,T-Shirts,882.07,10.45,12x5x15,8649,04/08/2023,€2745.27,Express,Shipped,8649,422,22,2021-03-16,370,New Monica,7998,6,Morgan LLC,New Marktown,2.48
2295,Danielle Carroll,brandon02@example.org,33,Female,East Priscilla,2,Electronics,Mobile Phones,854.65,48.31,41x6x19,2295,2021-09-08,€2037.52,Standard,Cancelled,2295,329,27,2022-07-22,104,Martinezbury,14624,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
7106,Eric Harrington,timothymckenzie@example.com,18,Male,Port Shelby,13,Electronics,Headphones,351.9,39.71,26x47x17,7106,2023-02-06,$1171.54,Express,Cancelled,7106,813,220,2021-07-22,325,Walkerborough,5152,5,Morgan LLC,Port Robynmouth,1.23
1301,Grace Patel,joshua82@example.net,37,Male,Port Ashley,13,Electronics,Headphones,295.34,34.95,13x41x24,1301,2022-10-04,€2818.8,Two-day,Delivered,1301,786,78,2021-04-03,235,South Angela,19065,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
111,Marco Long,joshua59@example.org,52,Female,Hernandezfurt,10,Electronics,Laptops,895.95,49.44,4x17x2,111,28/07/2022,£96.76,Express,Pending,111,442,347,2021-10-05,200,Lake Codyton,9884,3,Johnson-Rodriguez,Katherineborough,7.4
8293,Joel Garcia,nlevy@example.org,55,Female,Alisonhaven,11,Clothing,Hats,102.46,44.61,46x7x29,8293,12/09/2020,$3180.9,Standard,Pending,8293,632,373,2020-10-19,366,East Danny,16486,2,Miller-Pearson,Clarkmouth,9.83
1371,Heidi Adams,fgraham@example.com,47,Female,East Davidchester,2,Electronics,Mobile Phones,261.5,6.79,25x32x2,1371,25/08/2023,£2397.3,Express,Pending,1371,500,219,2021-11-29,97,Robinstad,9214,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
7383,Thomas Boyd,julian14@example.net,50,Male,Lewisberg,11,Clothing,Hats,630.11,38.84,11x46x11,7383,23/12/2022,$466.17,Standard,Delivered,7383,93,167,2022-08-31,272,East Brittanyfort,18483,3,Johnson-Rodriguez,Katherineborough,7.4
9404,Paul Lopez,williamsgary@example.com,31,Male,New Williamhaven,9,Furniture,Beds,412.55,40.41,18x20x42,9404,2021-03-13,£828.18,Express,Cancelled,9404,915,10,2022-01-13,75,Thompsonmouth,14118,9,Johnson-Rodriguez,Katherineborough,7.81
9636,Nathaniel Ellis,bwaters@example.com,52,Female,North Markberg,9,Furniture,Beds,525.97,25.6,45x43x36,9636,22/09/2021,€814.65,Standard,Pending,9636,260,93,2020-10-08,177,Griffinberg,7721,9,Johnson-Rodriguez,Katherineborough,7.81
6772,Elizabeth Sweeney,brian50@example.org,60,Female,Michaelhaven,9,Furniture,Beds,729.9,33.12,22x29x42,6772,21/11/2022,£169.66,Standard,Delivered,6772,336,449,2021-04-22,485,East Hollyburgh,6763,2,Miller-Pearson,Clarkmouth,9.83
5803,Darrell Martin,steve45@example.com,68,Male,Jenniferland,13,Electronics,Headphones,600.87,31.3,1x27x17,5803,22/11/2021,€611.16,Two-day,Pending,5803,581,216,2020-10-20,165,Michaelton,13309,2,Miller-Pearson,Clarkmouth,9.83
4726,Lee Wilson,james80@example.org,69,Male,Watkinsberg,48,Clothing,Jeans,601.91,43.94,38x12x3,4726,28/02/2023,€1184.62,Two-day,Pending,4726,701,47,2021-11-14,328,North Jenniferburgh,10835,8,Parks-Gallegos,Jenkinsside,6.82
3012,Laura Garcia,cassandramoore@example.com,63,Male,North Sherri,21,Furniture,Sofas,714.25,14.48,4x14x2,3012,12-20-2021,€298.56,Express,Delivered,3012,941,245,2021-08-28,236,Hallview,10609,3,Johnson-Rodriguez,Katherineborough,7.4
9967,Sharon Walker,garciarichard@example.net,36,Male,Joneschester,2,Electronics,Mobile Phones,595.52,35.76,28x24x21,9967,2021-01-17,€848.97,Standard,Cancelled,9967,829,322,2021-03-06,258,Staceyfort,11290,0,Johnson-Rodriguez,Port Robynmouth,
856,Susan Hall,benitezwilliam@example.com,35,Female,East Nicole,12,Clothing,Dresses,49.05,19.95,37x36x26,856,08-24-2023,€2247.93,Two-day,Delivered,856,753,311,2021-07-08,190,Suzannetown,5196,8,Parks-Gallegos,Jenkinsside,6.82
3321,Patricia Harrell,zterry@example.org,50,Female,Port Granttown,6,Furniture,Chairs,983.37,25.19,3x14x29,3321,05-10-2023,€383.46,Express,Shipped,3321,739,389,2022-01-12,285,Jayland,16370,0,Johnson-Rodriguez,Port Robynmouth,
6034,Roger Reese,raymond64@example.org,62,Male,North Patricia,21,Furniture,Sofas,621.26,31.53,20x20x36,6034,15/02/2023,£750.65,Two-day,Pending,6034,384,355,2021-11-19,160,Port Vanessabury,13483,7,Miller Group,Clarkmouth,6.56
2183,Mark Williams,velazquezdustin@example.net,25,Female,Grayberg,6,Furniture,Chairs,31.27,22.14,5x38x14,2183,11/05/2023,$894.92,Express,Pending,2183,849,316,2022-08-18,49,New Daniel,9432,3,Johnson-Rodriguez,Katherineborough,7.4
469,Morgan Brown,lauren09@example.net,52,Female,East Tracy,2,Electronics,Mobile Phones,72.57,47.92,45x24x12,469,04-29-2022,$1817.2,Express,Shipped,469,358,117,2021-02-12,284,Lake Wendy,11671,9,Johnson-Rodriguez,Katherineborough,7.81
3146,Antonio Mccormick,zjohnson@example.net,19,Female,East Kenneth,48,Clothing,Jeans,527.38,47.52,48x16x47,3146,01-15-2022,$1099.02,Express,Pending,3146,899,24,2021-10-21,47,West Justin,12698,7,Miller Group,Clarkmouth,6.56
6084,Victor Evans,zgriffin@example.org,70,Male,South Josephmouth,4,Clothing,T-Shirts,284.72,4.5,2x30x27,6084,2022-04-14,€284.51,Standard,Cancelled,6084,74,108,2020-11-23,291,Dannyport,11559,7,Miller Group,Clarkmouth,6.56
6847,Brooke Bradley,michaelbeck@example.com,19,Female,Lake Carlos,9,Furniture,Beds,350.94,42.44,46x9x25,6847,14/03/2022,€4176.8,Standard,Delivered,6847,986,185,2022-06-12,418,East David,12671,2,Miller-Pearson,Clarkmouth,9.83
9558,Christopher Butler,larsenstephen@example.com,28,Female,Port Eddietown,4,Clothing,T-Shirts,139.2,40.76,31x32x13,9558,04/02/2023,€3020.08,Standard,Delivered,9558,531,493,2021-03-06,250,Port James,7231,9,Johnson-Rodriguez,Katherineborough,7.81
9966,Elizabeth Johnson,sawyercheryl@example.net,18,Male,Johnville,2,Electronics,Mobile Phones,774.02,10.38,10x6x12,9966,03-31-2023,€406.55,Standard,Pending,9966,123,19,2022-03-01,351,Tylerland,17744,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5528,Hunter Bell,bridgesbarbara@example.org,56,Female,West Jamesmouth,2,Electronics,Mobile Phones,293.19,37.77,8x46x14,5528,2021-03-05,€328.25,Express,Delivered,5528,429,360,2020-10-08,65,Kathrynfort,14307,5,Morgan LLC,Port Robynmouth,1.23
4844,Jill Johnson,eric26@example.org,33,Male,South Paul,9,Furniture,Beds,823.16,13.58,4x26x25,4844,09-22-2022,£111.39,Express,Delivered,4844,351,309,2022-07-10,241,Ianmouth,6693,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
2030,Geoffrey Chavez,yolandahenson@example.com,32,Female,North Matthew,10,Electronics,Laptops,929.4,2.85,9x26x45,2030,2023-04-18,£3508.96,Standard,Pending,2030,267,52,2021-11-29,268,Chasefurt,16822,9,Johnson-Rodriguez,Katherineborough,7.81
4767,Vanessa Turner,sbowman@example.org,41,Male,Johnsonville,16,Furniture,Tables,666.13,18.74,21x12x19,4767,10-14-2022,$997.29,Two-day,Cancelled,4767,998,440,2021-08-08,490,Lake Brandon,15498,5,Morgan LLC,Port Robynmouth,1.23
6483,Shari Moran,waterscody@example.org,53,Male,South Martinland,16,Furniture,Tables,743.3,29.28,26x27x17,6483,03-03-2021,$594.71,Express,Pending,6483,362,454,2022-04-10,474,New Grace,19498,3,Johnson-Rodriguez,Katherineborough,7.4
8828,Mr. Luis Cross,williamrobinson@example.com,64,Female,East Caseytown,3,Furniture,Cabinets,418.37,35.72,36x37x12,8828,2021-04-27,€477.93,Standard,Pending,8828,390,309,2020-11-30,166,Mirandabury,5093,6,Morgan LLC,New Marktown,2.48
6335,Steven Green,mitchellevans@example.net,25,Male,Wandaberg,3,Furniture,Cabinets,648.98,21.73,36x38x7,6335,2020-12-06,$376.33,Standard,Delivered,6335,954,301,2020-09-11,175,West Staceyville,9788,8,Parks-Gallegos,Jenkinsside,6.82
3401,Kelly Phillips,obranch@example.net,25,Male,Port Eddie,0,Electronics,Smart Watches,656.62,33.06,26x42x17,3401,2021-02-16,£2365.44,Express,Cancelled,3401,691,14,2022-05-13,169,Edwardshire,8032,8,Parks-Gallegos,Jenkinsside,6.82
8351,Matthew Coleman,zjohnson@example.org,32,Female,Cobbton,4,Clothing,T-Shirts,666.62,29.26,37x4x2,8351,09-01-2022,€633.0,Two-day,Cancelled,8351,12,326,2021-02-20,490,Lake Brandon,15498,3,Johnson-Rodriguez,Katherineborough,7.4
7806,Shawn Johnson,leonard70@example.net,68,Female,Jessicaton,9,Furniture,Beds,63.28,28.02,10x3x2,7806,05/11/2020,£872.35,Two-day,Cancelled,7806,305,315,2021-05-31,90,Port Andrew,12937,0,Johnson-Rodriguez,Port Robynmouth,
4708,Jack Coleman,james67@example.org,36,Male,Lake Theresastad,9,Furniture,Beds,832.15,28.0,21x42x31,4708,2021-09-11,$706.28,Two-day,Cancelled,4708,426,269,2022-02-12,84,East Hunterbury,17697,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5921,Stephanie Jennings,hschultz@example.org,61,Female,North Alisonland,16,Furniture,Tables,52.98,18.1,45x1x23,5921,12-19-2022,£1586.1,Two-day,Cancelled,5921,658,144,2020-12-22,132,New Rebeccaville,8925,6,Morgan LLC,New Marktown,2.48
353,Peter Howard,pkirk@example.com,34,Female,Kingbury,48,Clothing,Jeans,9.53,10.88,45x29x9,353,2022-07-01,€1920.0,Standard,Pending,353,233,198,2021-07-16,41,East Rodney,7172,2,Miller-Pearson,Clarkmouth,9.83
9219,Sabrina Valdez,mariathompson@example.com,18,Female,Sarahside,8,Clothing,Shoes,157.45,37.26,41x12x13,9219,05-20-2022,$86.84,Express,Pending,9219,899,228,2020-11-22,452,Brownmouth,12640,2,Miller-Pearson,Clarkmouth,9.83
107,Jason Morgan,snowtami@example.net,27,Female,Port Ashleybury,21,Furniture,Sofas,567.81,4.08,38x30x34,107,02-17-2021,£1094.04,Two-day,Pending,107,499,270,2022-05-23,151,Joneshaven,10220,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
9146,Bonnie Strong,ymorales@example.com,66,Female,Port Melissaton,16,Furniture,Tables,35.05,22.03,10x3x22,9146,2020-10-07,€2812.95,Two-day,Delivered,9146,518,16,2021-02-10,397,Port Catherineview,17948,3,Johnson-Rodriguez,Katherineborough,7.4
3551,Mitchell Adkins,wellsdaniel@example.net,40,Female,Garyberg,11,Clothing,Hats,561.76,11.13,2x41x42,3551,12/01/2021,€864.65,Two-day,Shipped,3551,590,99,2021-06-19,195,West Maryview,19788,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5732,Henry Smith,kimtaylor@example.org,55,Female,Johnsonton,4,Clothing,T-Shirts,716.95,29.49,7x35x9,5732,03-08-2021,$345.03,Two-day,Shipped,5732,96,414,2022-08-15,258,Staceyfort,11290,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
6037,Brittney Green,kathybrown@example.org,70,Female,Colonmouth,3,Furniture,Cabinets,741.74,32.82,46x14x48,6037,12/07/2023,€145.66,Express,Cancelled,6037,962,171,2021-08-25,55,South Theresashire,10308,8,Parks-Gallegos,Jenkinsside,6.82
4216,Gary Huerta,vdavis@example.org,38,Male,Mcmahonmouth,8,Clothing,Shoes,120.03,44.26,3x20x24,4216,18/08/2022,€354.65,Two-day,Shipped,4216,805,395,2021-01-25,76,New Michael,9842,8,Parks-Gallegos,Jenkinsside,6.82
3469,Debbie Tran,mckenziekimberly@example.net,46,Female,Lisaland,8,Clothing,Shoes,345.83,21.95,19x43x33,3469,19/02/2023,$1282.72,Two-day,Pending,3469,378,475,2022-08-11,5,East Coltonstad,13701,7,Miller Group,Clarkmouth,6.56
9677,Morgan Fisher,tonya64@example.org,29,Female,Westborough,3,Furniture,Cabinets,243.36,46.86,28x31x44,9677,18/03/2023,£671.56,Two-day,Pending,9677,495,240,2021-03-25,26,Davidberg,17694,3,Johnson-Rodriguez,Katherineborough,7.4
4460,Elizabeth Salinas,william87@example.org,65,Female,New Samanthaland,8,Clothing,Shoes,375.59,24.25,6x31x41,4460,15/12/2022,£3967.24,Two-day,Pending,4460,951,244,2021-12-01,247,New Lauren,15715,7,Miller Group,Clarkmouth,6.56
3533,Jody Tate,qrobinson@example.org,67,Male,Michaelview,12,Clothing,Dresses,719.75,7.3,1x14x14,3533,15/08/2023,$815.6,Express,Pending,3533,765,434,2022-04-27,63,Dayshire,13799,3,Johnson-Rodriguez,Katherineborough,7.4
8,Jason Mcdaniel,phamilton@example.com,52,Male,North Gregoryton,8,Clothing,Shoes,85.79,4.69,45x38x15,8,25/02/2023,$1661.85,Two-day,Cancelled,8,855,301,2022-06-08,22,North Calvinbury,12781,0,Johnson-Rodriguez,Port Robynmouth,
1644,Shannon Lewis,richardjulia@example.net,30,Female,Benitezfort,1,Electronics,Cameras,677.21,1.67,16x50x43,1644,08-06-2022,€985.3,Standard,Pending,1644,322,11,2022-02-19,49,New Daniel,9432,0,Johnson-Rodriguez,Port Robynmouth,
8083,Nicholas Walker,carpenterdwayne@example.net,30,Male,Nelsonside,48,Clothing,Jeans,722.61,14.34,8x8x16,8083,19/09/2021,£21.51,Two-day,Cancelled,8083,560,67,2021-01-28,232,South Toddburgh,15383,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
872,Clifford Brown,jessewillis@example.net,32,Male,East Christopher,3,Furniture,Cabinets,472.42,33.42,2x42x43,872,09-12-2020,€212.12,Standard,Shipped,872,571,100,2020-12-23,331,Julieshire,5795,8,Parks-Gallegos,Jenkinsside,6.82
4994,Lisa Fox,sandrawheeler@example.net,45,Male,New Haley,16,Furniture,Tables,713.08,43.65,41x19x27,4994,2023-07-22,$437.65,Standard,Pending,4994,467,190,2022-04-17,224,North John,7169,6,Morgan LLC,New Marktown,2.48
